run_timestamp,supply_hub_index,supply_hub,scenario_id,scenario_label,iteration,strategy,strategy_label,demand_level,pct_moderate_zone_flooded,pct_high_zone_flooded,pct_very_high_zone_flooded,mean_occupancy_target,shelters_activated,total_demand_people,realized_mean_occupancy,total_distance_km,total_time_min,avg_speed_kmh,shelters_served,shelters_unreachable,total_people_served,coverage_rate_pct,time_to_50pct_people_min,shelters_reached_within_60min,priority1_shelters_reached_within_60min,people_reached_within_60min,priority1_people_reached_within_60min
2026-05-21T12:29:54,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),18,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,2965,0.293,27.199361553577628,65.21742399577006,25.023400085849836,8,0,2985,100.0,12.433970805840412,7,7,2725,2725
2026-05-21T12:29:54,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),18,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,2965,0.293,38.657990284314174,44.92780041791067,51.626818929114094,8,0,2985,100.0,5.212653834561397,8,8,2985,2985
2026-05-21T12:29:55,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),18,priority,Strategy 3: Priority-weighted (urgency-first),low,0.0,0.0,0.0,0.25,8,2965,0.293,45.5118739955488,55.44297331902808,49.25263340441637,8,0,2985,100.0,5.212653834561397,8,8,2985,2985
2026-05-21T12:29:56,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),19,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,1882,0.234,28.474364044583155,67.8732260389167,25.171366419144462,8,0,1895,100.0,12.433970805840412,7,7,1635,1635
2026-05-21T12:29:57,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),19,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,1882,0.234,35.87792029620684,44.992173670087176,47.845548284847716,8,0,1895,100.0,5.212653834561397,8,8,1895,1895
2026-05-21T12:29:57,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),19,priority,Strategy 3: Priority-weighted (urgency-first),low,0.0,0.0,0.0,0.25,8,1882,0.234,62.02725622461651,73.48828923434272,50.64256376426555,8,0,1895,100.0,5.470197855926489,5,5,1790,1790
2026-05-21T12:29:58,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),20,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,2225,0.296,33.571828023885786,69.90453903395958,28.815148619385027,8,0,2240,100.0,12.433970805840412,7,7,1945,1945
2026-05-21T12:29:59,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),20,time,Strategy 2: Time (flood-aware shortest time),low,0.0,0.0,0.0,0.25,8,2225,0.296,32.100262774525234,44.18978901389357,43.58508627108316,8,0,2240,100.0,5.212653834561397,8,8,2240,2240
2026-05-21T12:29:59,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),20,priority,Strategy 3: Priority-weighted (urgency-first),low,0.0,0.0,0.0,0.25,8,2225,0.296,44.93832110629377,57.24609459649445,47.10014343131694,8,0,2240,100.0,5.212653834561397,8,8,2240,2240
2026-05-21T12:30:00,0,Supply_Red_Cross,1,S1: Dry baseline (0% network flooded),21,distance,Strategy 1: Distance (baseline - ignores floods),low,0.0,0.0,0.0,0.25,8,2549,0.272,27.199361553577628,65.21742399577006,25.023400085849836,8,0,2565,100.0,12.433970805840412,7,7,2390,2390
